FRET efficiency similarity,Colocalization similarity,A_Extent similarity,T_SumAverage similarity,A_Eccentricity similarity
0.11765634268522263,0.5065305,0.760093896713615,116.7547809,0.6168724264222546
,0.65805244,0.775089605734767,115.5332028,0.650603656829794
0.08769189566373825,0.7692293,0.7829268292682927,75.81765951,0.49313318528345357
0.0974244549870491,0.7774512,0.7732558139534884,73.50078494,0.4061353437535355
0.1198437362909317,0.48800868,0.7185911401597677,76.00679668,0.26962914494443296
0.12302720546722412,0.9700017,0.7931623931623931,75.17075109,0.6310003515982137
0.12371618300676346,0.8998078,0.7763532763532763,82.73099883,0.3646435310504618
0.13283777236938477,0.8788437,0.7914951989026063,78.88549708,0.31188527450020503
0.1376190334558487,0.97294724,0.7917448405253283,78.60650354,0.29877780441500223
0.12235552817583084,0.4177736,0.7540849673202614,74.55267245,0.3542257739397881
0.1361890733242035,0.79633516,0.8073979591836735,76.98686826,0.42111098559384413
0.09411904960870743,0.8338038,0.780241935483871,83.4197715,0.31718841519256147
0.11846901476383209,0.9552773,0.7701612903225806,70.53436951,0.3449102366902864
0.13869404792785645,0.5559562,0.7751322751322751,78.1089025,0.5379797038145089
0.11234460771083832,0.59500396,0.7893217893217893,114.7088914,0.6749900465240916
0.09320490807294846,0.7271403,0.790948275862069,115.0220364,0.3890980204939941
0.11853724718093872,0.74255586,0.7327893931667516,114.7008825,0.7190353036520771
0.13020096719264984,0.9242524,0.651875,119.6731499,0.5940956102479604
0.11118876188993454,0.91021776,0.8172043010752689,120.7217088,0.5279475120687789
0.11189785599708557,0.68649924,0.8254716981132075,114.3150928,0.4209593722619238
0.1262090802192688,0.7419069,0.7697441601779755,107.3718301,0.4143840434083077
0.10690375417470932,0.5326092,0.7931235431235432,120.7795396,0.48164171197944394
0.16945073008537292,0.91354895,0.7448275862068966,115.6457274,0.48832902914647974
0.10354765504598618,0.58956844,0.7907268170426065,120.9110539,0.4176543738946353
,0.8953906,0.7258064516129032,120.2108121,0.5722667809492358
0.2561770975589752,0.7632355,0.7335069444444444,116.6272018,0.7123099540878327
0.1083274707198143,0.5625346,0.778642936596218,124.2805575,0.36887697196619174
0.1288774311542511,0.9007209,0.7551020408163265,112.2428279,0.6728035769031965
,0.95519876,0.7386363636363636,96.03768601,0.50127730319108
,0.9481812,0.7592112091333679,106.6170374,0.5211479785783623
,0.94135475,0.7870257037943696,104.8521321,0.486492386329702
,0.88493943,0.7474645030425964,111.3932875,0.5958100838189557
0.13565166294574738,0.85310805,0.7691729323308271,104.4189996,0.5351859205586299
0.1237276941537857,0.83488196,0.7401215805471124,129.7232932,0.5632139681003646
0.09127963334321976,0.76732755,0.783969728242174,140.0004576,0.6119320348538428
0.1000313013792038,0.83113027,0.7894736842105263,132.6956464,0.5097303695895837
0.11096547544002533,0.82411015,0.7970909090909091,75.22205545,0.42922992436731744
0.1108521968126297,0.91680026,0.7819940476190477,75.05392908,0.6502041175304497
0.12538859248161316,0.7234391,0.7964396284829721,82.59239255,0.4624451394208865
0.11283556371927261,0.38859004,0.7868589743589743,77.38025861,0.6261221707452886
0.11594988405704498,0.49315405,0.6979761286974572,80.20604004,0.614979933804418
,0.925682,0.7507716049382716,78.12597091,0.5065099287542498
0.09857991337776184,0.7942875,0.7593582887700535,82.02735142,0.38395973800868394
0.09096821397542953,0.57988405,0.7718023255813954,104.3843923,0.4920192050597037
0.09595205634832382,0.90850455,0.6097560975609756,103.8998512,0.7584367028232423
0.11158737540245056,0.5878776,0.7171052631578947,104.0044418,0.5454716087351398
0.1270277500152588,0.902775,0.7964527027027027,103.3196537,0.5123869848950539
0.11389004439115524,0.93960476,0.7480127186009539,102.2561928,0.5471127589008689
0.14449264109134674,0.83734477,0.7674603174603175,97.85846144,0.41572583625632503
0.0781019926071167,0.8461203,0.6886395511921458,103.3192414,0.8269736025385482
0.08400697261095047,0.952484,0.7915632754342432,110.9041913,0.5590453958047623
0.11935368925333023,0.2887013,0.7068965517241379,106.6779746,0.7406545941018631
0.11566325277090073,0.6746343,0.7790905836018618,108.5969168,0.5319831397364728
0.09242623299360275,0.4831267,0.804945054945055,114.2172109,0.5249425884237582
0.13978570699691772,0.48951992,0.7777777777777778,121.4127177,0.3173929167600028
0.11464445292949677,0.55679196,0.7704402515723271,109.9468351,0.6324336461435722
0.10265784710645676,0.545369,0.7800480769230769,114.6552373,0.5706131012088955
0.08056244999170303,0.45459524,0.7911458333333333,114.1316495,0.582996411047467
0.13866035640239716,0.6996594,0.7208163265306122,135.5775276,0.5853043823247474
,0.8274343,0.7719512195121951,134.3202585,0.2896754775615203
0.10913794487714767,0.68111086,0.7807017543859649,122.6468712,0.36851531552076994
0.08269540965557098,0.90965486,0.7857142857142857,148.5606032,0.4659383728599256
0.14715246856212616,0.7789973,0.7927927927927928,134.0093674,0.4086866116584593
0.22144365310668945,0.9149878,0.7640816326530612,134.4860433,0.31931793103953227
0.16641677916049957,0.70436186,0.7454268292682927,141.215555,0.6570710921190246
,0.8709016,0.7344789356984479,150.4618328,0.4926676613620661
0.15525038540363312,0.83400977,0.7653061224489796,156.5556192,0.6303821652976065
0.17626754939556122,0.23485842,0.8299039780521262,135.3500922,0.42859285701437977
0.16753725707530975,0.50296396,0.7671370967741935,137.3970351,0.4133244294615068
0.17822954058647156,0.58159506,0.7627551020408163,135.1631564,0.5497301611797625
0.08826915919780731,0.6860606,0.7146464646464646,129.5019054,0.7015956720544604
,0.8207811,0.8198581560283688,125.5938666,0.16754980855156323
,0.62135977,0.6715116279069767,129.5191957,0.6467850991739231
0.3384941518306732,0.84728056,0.7374677002583979,129.2152997,0.47814799320390144
0.11266987770795822,0.8600724,0.796875,131.7761347,0.2326664320539615
0.11211857199668884,0.925145,0.7890243902439025,124.314775,0.3268915729698054
0.10775477439165115,0.5714195,0.6925813008130082,127.0045415,0.5666820704710309
0.0949137881398201,0.85212314,0.7609797297297297,130.6370043,0.5145856026654837
0.18580925464630127,0.88824904,0.7572916666666667,86.0809996,0.3959629621357421
0.1801839917898178,0.9258925,0.7429467084639498,87.8024283,0.5618044866012032
0.08240776509046555,0.386459,0.7672413793103449,90.36261907,0.7120269126135541
0.0806199312210083,0.5210867,0.7660984848484849,88.59583898,0.5173275904066006
0.14174029231071472,0.9068013,0.790948275862069,91.77061686,0.5999773472450574
0.09856316447257996,-0.11922081,0.7730496453900709,87.25339324,0.2688631868527062
0.10572795569896698,0.6067254,0.7485768500948766,94.09054284,0.4841701494624191
0.11657115072011948,0.866949,0.7869147659063626,83.89093003,0.7426083838249273
0.1059855967760086,0.8679836,0.7620192307692307,83.92913367,0.6235145940391906
0.13913536071777344,0.85909057,0.7777777777777778,131.6477559,0.3253259429697474
0.10008721053600311,0.52390605,0.6952469711090401,137.7044651,0.6548872997872169
0.11230136454105377,0.7830158,0.6096491228070176,162.7597709,0.8183779784643221
0.09624111652374268,0.6849586,0.7825851811790157,172.2247231,0.10821641325969611
0.10671781748533249,0.72347164,0.7790332705586943,154.4905695,0.44126112843574256
0.09876708686351776,0.66589755,0.7152777777777778,91.48160617,0.6037890973926202
0.1145804226398468,0.6498888,0.7863894139886578,102.119873,0.20673105450712084
0.08606301993131638,0.86666363,0.7716275659824047,126.8484773,0.7363211858002428
0.08837912976741791,0.70728695,0.7746598639455783,136.3107967,0.26192103305344605
0.09707143902778625,0.8692274,0.7783882783882784,138.58721,0.7517371110692794
0.10612612217664719,0.5143827,0.7540494458653026,130.7178094,0.4365366731358885
0.0813782587647438,0.60402,0.7266899766899767,130.2233588,0.4583254652897929
0.10578231513500214,0.9543132,0.7706855791962175,138.8190096,0.5361031050887907
0.10301381349563599,0.62089705,0.7816537467700259,157.53027,0.6111417616820574
0.12037308514118195,0.9281742,0.7604166666666666,116.8745499,0.3680622910501562
0.12832210958003998,0.7115733,0.725925925925926,132.9632619,0.596155613601481
0.08597483485937119,0.505079,0.811491935483871,103.4676525,0.3932970072984076
0.10229376703500748,0.629197,0.7742484401588202,123.6767674,0.476920601851954
0.09004943817853928,0.48075196,0.7857954545454545,119.9679827,0.45796443300835005
0.0755077451467514,-0.08803035,0.809009009009009,108.0559738,0.5998926310778918
0.0849289521574974,0.90164834,0.7268244575936884,106.3649967,0.7740313677737504
0.08892355114221573,0.57320434,0.7785102175346078,105.048344,0.5242601742086302
,0.8399414,0.7311401020986954,102.7239263,0.3898744708122209
0.13175718486309052,0.5435915,0.6910511363636364,99.6223367,0.7849013517576302
0.14808550477027893,0.049982373,0.7341939755047997,103.6159724,0.6122667045301101
0.18636399507522583,0.4342081,0.7795983086680761,103.6790918,0.22824577462306192
0.06585346907377243,0.6797191,0.7723970944309927,98.88773108,0.33209721798484665
0.06702219694852829,0.4493182,0.8109195402298851,99.06308284,0.2607258483980101
0.14194276928901672,0.88209134,0.7888707037643208,106.6747869,0.50547169760182
0.12649782001972198,0.9683656,0.7840909090909091,106.8930501,0.7580802678866987
0.08888056874275208,0.81749207,0.712142261739372,106.9684977,0.4447669231246828
0.09243310987949371,0.8778555,0.7517006802721088,102.2886848,0.5949765085226445
,0.91962874,0.7346938775510204,110.7138343,0.5043051796592268
,0.72562885,0.7792682926829269,115.6523019,0.4491949870819095
0.10183056443929672,0.74903095,0.7318634423897582,110.8598979,0.44912074504979066
0.14833307266235352,0.9105905,0.7898065476190477,102.9097354,0.5171625378646498
0.09104981273412704,0.6981292,0.7800237812128419,114.475426,0.17373272573085688
0.1095343753695488,0.4974141,0.74375,109.5513642,0.5579712912963387
0.14807400107383728,-0.06636607,0.7328976034858388,114.1082628,0.490988469826478
0.1409461945295334,0.90688515,0.7616892911010558,118.6713522,0.5023060964362189
0.13026151061058044,0.7649195,0.6652518392756084,120.5454511,0.623542850812959
0.1322728395462036,0.7973726,0.7310315430520035,116.5744019,0.5646094004717801
0.11085069924592972,0.5003685,0.7656926406926406,121.9776072,0.2553586997766848
0.11230437457561493,0.39561045,0.7064043209876543,118.3308246,0.6689365067755176
0.10545813292264938,0.7928668,0.7776744186046511,120.4208184,0.4415634306213342
0.11039275676012039,0.41581962,0.6634408602150538,129.5368042,0.4873597686937045
0.11099395900964737,0.683921,0.7504166666666666,121.6601182,0.20447662434468175
0.13063162565231323,0.6279313,0.653054221002059,119.2591617,0.7413840872709564
0.1790008395910263,0.8549541,0.7573426573426574,111.6766477,0.4423629254067889
0.11638505756855011,0.5668559,0.7458791208791209,113.8740914,0.7793758444934185
0.1334482729434967,0.9316376,0.798240100565682,114.9992252,0.49629339490686314
0.12903687357902527,0.82734966,0.7627118644067796,114.5192869,0.4801917857613632
0.09631963819265366,0.6373505,0.7454545454545455,111.0522298,0.3318154521232696
0.08450118452310562,0.76566416,0.7736742424242424,115.0346328,0.4418919508431989
0.08938673138618469,0.5696063,0.7961111111111111,116.2392838,0.48937108434810184
0.09103173762559891,0.48013985,0.7919973544973545,116.5731656,0.3398174209667626
0.09348735213279724,0.35809955,0.8121655871585469,114.8203783,0.6158422611193601
0.10645780712366104,0.46711177,0.7563218390804598,115.5439059,0.5028260908315015
,0.7627481,0.7565714285714286,98.97028741,0.7388260524425974
,0.87771636,0.7980392156862746,98.49593666,0.42707361655385856
0.11823206394910812,0.18572316,0.7428940568475452,95.06837464,0.5813734783340843
0.13622860610485077,0.5774019,0.7183600713012478,89.40839196,0.6173383384815629
0.09739619493484497,0.38560426,0.7583819241982507,89.56952167,0.5056576177648124
0.08693721145391464,0.63045996,0.7732426303854876,94.38767599,0.5132645747510309
0.05312887206673622,0.8204584,0.7156196943972836,118.5549672,0.6030373675558522
0.06849151104688644,0.18063672,0.7993881118881119,112.3448088,0.5660376883915615
0.08030582964420319,0.058679614,0.7359422492401215,106.4702981,0.7324159380654833
0.035753291100263596,0.68007505,0.7769423558897243,111.7181951,0.5379442155696755
0.04313049837946892,0.3947269,0.750445632798574,107.8085139,0.653104543682847
0.050846777856349945,0.21410465,0.6833333333333333,101.8470675,0.8433320461011489
0.12560346722602844,0.7886257,0.7837837837837838,90.83626614,0.5198269672000321
0.12356079369783401,0.63215643,0.75,97.83587029,0.730989527699679
0.09102322906255722,0.618221,0.7896103896103897,122.3453911,0.5540201342551978
0.10033003985881805,0.71955395,0.8062678062678063,120.2928089,0.36617531405233006
0.1815476417541504,0.85612106,0.7647058823529411,109.3057144,0.5749619112235772
0.13285839557647705,0.5256671,0.7608915906788247,116.3193224,0.49686738662516755
0.13136588037014008,0.42588204,0.7433431952662722,114.1692957,0.6232618292772167
0.10408393293619156,0.6597397,0.7870370370370371,115.9889101,0.5291567551467098
0.10129942744970322,0.85093963,0.7725918570009931,111.910279,0.45852157153978423
0.09925877302885056,0.2018955,0.7661361626878869,98.77646867,0.7389507444655568
0.10635405033826828,0.16248076,0.7679824561403509,100.1841828,0.7012261047524779
0.10839415341615677,0.82711816,0.7161084529505582,108.0188396,0.7168785388599515
0.09623325616121292,0.8242359,0.6941558441558442,103.2991918,0.8126022846158057
0.08747059851884842,0.6318779,0.7778706800445931,110.7125023,0.6443791112020465
0.10745484381914139,0.842391,0.7559819947879649,117.2236288,0.6858811364539995
0.11804915964603424,0.7669203,0.7324414715719063,119.6681405,0.5649971572126918
0.0857388824224472,0.537489,0.7785714285714286,109.9041654,0.3413090322850501
0.10639971494674683,0.6897578,0.7397372742200329,113.0265378,0.7344855941122079
0.0699847936630249,0.7402954,0.768958543983822,122.2300529,0.4216135496494605
0.05321715027093887,0.75157744,0.7714604236343366,123.7098817,0.595412902218644
0.06867194175720215,0.92595434,0.7702702702702703,116.9395957,0.47767702336878787
,0.9676714,0.6011342155009451,124.0348784,0.8189931165999489
0.13590691983699799,0.7757429,0.8168067226890756,147.2507152,0.3663180704692219
0.13084065914154053,0.7339108,0.6685633001422475,149.4949071,0.6832193722926027
0.12626029551029205,0.8770646,0.7704714640198511,136.3905503,0.586810015072193
0.19107270240783691,0.7035603,0.7530454042081949,140.2385936,0.5100348121210265
0.1519114375114441,0.8745865,0.7205882352941176,132.8473542,0.5586078400729612
,0.8803886,0.76,142.4435262,0.5934917011221258
0.08868233114480972,0.60694546,0.739247311827957,143.5587885,0.6775374769675865
0.11914051324129105,0.7916599,0.8311036789297659,163.122344,0.4682822846987462
0.09743544459342957,0.8730012,0.7453222453222453,141.8346188,0.7159268539102976
0.1307878941297531,0.95106167,0.7585066162570888,148.8855658,0.37719784770521003
,0.9708707,0.7700996677740863,118.2159897,0.5899718514781493
0.11517206579446793,0.8613298,0.7380464480874317,119.5914708,0.6756493525083973
,0.860363,0.7573529411764706,108.5202506,0.5046056427392696
0.07501905411481857,0.3694146,0.7739583333333333,146.8792821,0.5144481250701444
,0.770488,0.7588522588522588,121.9986691,0.40440924842205234
0.09458320587873459,0.74222493,0.7300944669365722,134.3943825,0.7281839546792294
0.13368961215019226,0.8893052,0.7530619000331016,120.8307429,0.4787180612400514
,0.9533237,0.7665406427221172,115.5210933,0.4190462492003232
0.12174367159605026,0.52326703,0.7747858017135862,141.88824,0.5043924347741258
0.1608857810497284,0.9315935,0.6884531590413944,149.2108416,0.6586935493014908
0.12579460442066193,0.6569625,0.7533875338753387,146.5299204,0.4220697027664573
0.13011100888252258,0.95029193,0.7191919191919192,152.7765358,0.627146178319074
0.11283610761165619,0.58696795,0.805761316872428,96.19394315,0.5795485876376387
0.08541850000619888,0.9672973,0.7271174863387978,107.3935705,0.8551714861957548
0.10353726148605347,0.49627414,0.7792792792792793,105.4146375,0.5825723352459088
0.1326151192188263,0.838311,0.7949206349206349,92.4397958,0.6600491421586605
0.12332763522863388,0.7651853,0.7867036011080333,108.1211331,0.15637632135367252
0.08132858574390411,0.57427025,0.7239641657334827,108.167376,0.6368275937058092
0.07639605551958084,0.6195369,0.703962703962704,103.7876781,0.8435990820824424
0.09915561228990555,0.8048868,0.7774891774891775,136.730429,0.3541209959618724
0.1244359016418457,0.12708504,0.7362745098039216,124.8791303,0.46407057044865824
0.08601819723844528,0.27539116,0.6657483930211203,125.747284,0.7048448937719566
0.09047656506299973,0.9575644,0.7708333333333334,117.2019656,0.6774516263542972
0.11635913699865341,0.7192458,0.780952380952381,119.4950389,0.7490307704080494
0.08225569874048233,0.040611684,0.7948387096774193,126.8592765,0.6444191047096519
0.17522913217544556,0.82816774,0.7246732026143791,114.2875122,0.5070995327695678
0.13785040378570557,0.2655172,0.7329545454545454,131.6473089,0.46542473882501567
0.11030904203653336,0.10482891,0.7820069204152249,136.2455329,0.47575264807338813
0.15268366038799286,0.5710522,0.74858934169279,130.1343419,0.5619918182614954
,0.9720569,0.7439703153988868,125.4789081,0.39194161926632
0.1444871723651886,0.1697032,0.5648936170212766,129.1605969,0.8306332835442947
0.1406516432762146,0.12290636,0.7283950617283951,128.8209461,0.5442002449226359
0.09398388117551804,0.950515,0.7768115942028986,127.2508099,0.42262525416387986
,0.75672495,0.6802656546489564,123.3060671,0.5094748459084822
,0.93815196,0.7247807017543859,125.5861462,0.6636875225108921
0.1121361255645752,0.9060167,0.4613425925925926,116.7299846,0.9412812357161185
0.10478433221578598,0.9146055,0.6236979166666666,117.4789451,0.865116975725164
0.09532015770673752,0.8272517,0.7496498599439776,116.8631892,0.6546496688466653
,0.92378265,0.7131782945736435,119.8820141,0.7222757622985907
0.12209611386060715,-0.008391175,0.6993939393939393,118.0887289,0.6901140754001092
0.10995961725711823,0.09328934,0.610381488430269,118.9671794,0.5318189603783674
,0.9101047,0.7765793528505393,114.8884107,0.7170872311066945
0.09236960858106613,0.9781593,0.7622222222222222,120.5422372,0.42706977759461334
0.12435881793498993,0.48535785,0.831604938271605,112.7459309,0.3909629639046848
0.12428837269544601,0.42441323,0.8,115.6636017,0.4254273492256675
0.1014096662402153,0.3636219,0.6910569105691057,136.6501538,0.7241987596777557
0.11141635477542877,0.16553263,0.6802128688921142,140.7946091,0.7054933747339112
0.11923249065876007,0.53453803,0.772596843615495,86.49248058,0.5523181311162797
0.16689643263816833,0.77724713,0.7861635220125787,97.23772654,0.40888353205384387
0.10807078331708908,0.6762144,0.7767195767195767,86.96562115,0.4081290237611895
0.1755288988351822,0.810464,0.736,96.53410659,0.7694060875257801
,0.9570209,0.7546777546777547,109.477166,0.4958059516835112
0.10499557852745056,0.9243332,0.7973214285714286,112.124999,0.42567994574246526
0.13059434294700623,0.8314655,0.6917989417989417,94.33724958,0.6641130126558492
0.11342301964759827,0.9045351,0.7514792899408284,95.68363096,0.7628938635611396
,0.82346135,0.75,135.4842354,0.18979862871999473
0.0962909683585167,0.9317876,0.7422600619195047,135.8826124,0.44621349328905324
0.09215129911899567,0.7558184,0.6875,146.7700768,0.5389469083923832
0.10246337205171585,0.37825006,0.7017707362534948,136.0498129,0.62770042098955
0.09536226838827133,0.7183752,0.7434343434343434,140.6690369,0.690616939265945
0.09049204736948013,0.5801374,0.7558139534883721,147.2574361,0.519274323566388
0.12980476021766663,-0.054090437,0.8091836734693878,159.4935038,0.5855448531065358
0.08176154643297195,0.78270066,0.7630252100840336,147.5541885,0.5627428201477617
,0.8625014,0.7937411095305832,126.9205467,0.3868107284200592
0.13268913328647614,0.47286928,0.6647116324535679,149.9548074,0.5098613933432501
,0.9623644,0.7974882260596546,128.1121151,0.5925030257905295
0.10170471668243408,0.82975817,0.7536945812807881,130.1326891,0.44763262409172555
0.12582001090049744,0.33612135,0.7575757575757576,147.2241686,0.5658291414637951
0.08481170237064362,0.7296763,0.7863636363636364,168.2377694,0.27860366200040604
0.1410824954509735,0.5969188,0.7597701149425288,161.6222148,0.3505120509680224
0.19591616094112396,0.37994254,0.7282502443792767,154.1311413,0.5207714932602144
0.19730742275714874,0.65551525,0.7540322580645161,157.7766951,0.6787192589681564
0.1315850168466568,0.95041215,0.7620370370370371,181.7869938,0.6561560778453328
0.1887514591217041,0.28352013,0.8084677419354839,167.7139945,0.28514531149580147
0.12300962209701538,0.29626274,0.7723311546840959,158.0695121,0.685455312491513
0.10460492223501205,0.9169412,0.6596736596736597,162.4905921,0.8023025570268449
0.10591065138578415,0.86310476,0.7816091954022989,149.3886053,0.2334900268899174
0.07928016781806946,0.29379702,0.7840909090909091,149.9876736,0.23050668985799305
,0.9482622,0.7586206896551724,144.128822,0.6917343246549382
0.10437872260808945,-0.3338588,0.7492163009404389,148.5223263,0.6638852656105855
,0.9652243,0.760998810939358,149.9078862,0.4110137069000849
0.15150213241577148,0.87116456,0.7879151660664265,152.1369432,0.3762082848649925
0.12086068838834763,0.8421614,0.7976973684210527,140.8660194,0.5972173099857616
0.0938148945569992,0.6387019,0.7894503546099291,144.6460773,0.22636698907682204
0.11365605145692825,0.8002697,0.7395104895104895,149.4794357,0.6457809699703837
0.10636929422616959,0.35126305,0.6955782312925171,148.1312032,0.6760006236881322
0.0938241109251976,0.7203012,0.7300420168067226,154.3257139,0.5736374724266853
0.12069103121757507,0.6576937,0.7366600790513834,151.55398,0.31254642278662403
0.1008807048201561,0.34881085,0.7544827586206897,150.7122572,0.680199118149298
0.10025905817747116,0.7041033,0.7031358885017421,153.8008608,0.7122649485800572
0.13930287957191467,0.6594485,0.77109375,140.5852467,0.684525248401238
0.1567687690258026,0.74966323,0.7858024691358024,140.8448405,0.6166476019784735
0.10963175445795059,0.87469256,0.7913279132791328,144.6145707,0.49739578909072596
0.09640272706747055,0.9410624,0.7756410256410257,149.7068214,0.24105608338219314
0.18417058885097504,0.29102668,0.7917877906976745,141.6071,0.7439425921187279
0.1863858699798584,0.25089535,0.7698170731707317,135.7277399,0.5326450842141249
0.1438807249069214,0.73431635,0.7926829268292683,159.7604673,0.48086817468169823
0.13826872408390045,0.6366083,0.7627494456762749,174.8379521,0.6195475475361188
0.08629699796438217,0.84358066,0.7819444444444444,151.0898544,0.4305960205126752
0.10696882009506226,0.8245297,0.7914529914529914,162.9512989,0.5795223807646441
,0.9309022,0.6870554765291608,118.4195248,0.37377620273030293
0.05650336295366287,0.7767294,0.7403846153846154,128.1922033,0.6565737702734747
0.08071833848953247,0.81066346,0.6549019607843137,124.412636,0.47781520805562966
0.1127646416425705,0.611399,0.7589285714285714,142.5886363,0.5935283604245132
,0.9227425,0.6663442940038685,127.3126792,0.7654886891622792
0.05858699232339859,0.6048248,0.7510822510822511,160.5931756,0.5425997596133747
0.09224288165569305,0.8766474,0.7551282051282051,143.2342939,0.5091191675217435
0.09218455851078033,0.9204922,0.7987012987012987,140.4991071,0.43341483577214335
,0.8421646,0.5970401691331924,121.7544681,0.8806518007940795
,0.83796465,0.7001661129568106,128.6225359,0.7885948745421051
0.0947127640247345,0.58139634,0.6816608996539792,154.5402935,0.5598591431543953
,0.52951354,0.7826797385620915,170.3027111,0.520507695391112
0.06777817010879517,0.933193,0.766510812390415,178.9402685,0.2440911002664273
0.08682066202163696,0.9558612,0.49295774647887325,183.3751929,0.7969786412148482
0.08988974988460541,0.9481646,0.6415760869565217,213.9832506,0.9040414399930987
0.0738292708992958,0.799625,0.7506410256410256,210.6274176,0.7157292518206693
0.08354704827070236,0.9611516,0.4502470007057163,214.8723112,0.9348171015507057
0.0851181223988533,0.9681765,0.5899509803921569,210.2648421,0.9162787946473643
0.08111876994371414,0.8147813,0.7513842746400886,220.6758423,0.6383371050070689
0.1537005603313446,0.9627231,0.5698757763975155,175.0805507,0.9015597958346542
0.12288209795951843,0.92678916,0.7291346646185356,190.253373,0.2774495344391151
0.10882334411144257,0.6407342,0.7623007623007623,184.5544041,0.3838973424478797
0.15169848501682281,0.9483059,0.407085346215781,131.302874,0.9412011102946743
,0.95376813,0.46374960076652827,138.9286778,0.8754156239236435
0.15131784975528717,0.92130804,0.65807962529274,185.6674826,0.8193693019010797
0.1618945449590683,0.93382806,0.6073968705547653,182.676454,0.9247908200163109
0.12981750071048737,0.90695155,0.787046908315565,187.9000194,0.5853871424156949
0.14010152220726013,0.97101337,0.5616080183026474,188.8663485,0.8365672062747386
0.13224393129348755,0.9801375,0.6598837209302325,179.3951531,0.772341984160141
0.20987017452716827,0.9592359,0.6757749712973593,116.0142026,0.5682643168353452
0.16080956161022186,0.8799044,0.7850609756097561,113.8328037,0.5067867120214252
,0.95574534,0.7671849427168577,116.4361401,0.4405518929654166
0.16492189466953278,0.9802014,0.7688888888888888,117.2018709,0.24633002140791174
0.12548403441905975,0.8928793,0.5630740967544396,112.0287401,0.8424313513106059
,0.95029736,0.6111873713109128,112.6454617,0.7898097912097605
0.17694461345672607,0.65241265,0.6537085030235715,176.6867194,0.7849947876174628
0.11423305422067642,0.91940343,0.6015384615384616,170.5277928,0.9306806970655874
0.15397553145885468,0.9106219,0.6304659498207885,176.8995841,0.9451788626058629
,0.872836,0.8,167.8767369,0.47136258273569126
,0.7295668,0.7473684210526316,160.4523641,0.6301841304569685
0.0918763130903244,0.94512165,0.7441130298273155,168.1357991,0.6493458973946769
,0.93765026,0.7234848484848485,171.3035579,0.4888265279859389
,0.87926215,0.6663995726495726,170.4867236,0.835797147216497
0.11555586755275726,0.91701233,0.6604588394062079,163.9584566,0.4693437279985602
0.1057925596833229,0.9775672,0.7409876543209877,163.4250045,0.7936607850613597
0.08686698228120804,0.9319681,0.41760299625468167,152.2285825,0.9570833991394844
,0.83669186,0.6087610264635124,149.1066251,0.9363268537995332
,0.9024345,0.4635985839618285,181.8988861,0.8341344073253784
,0.9666073,0.7353422862757943,177.2417905,0.7928701090036094
0.14647817611694336,0.95181835,0.7102987421383647,175.6283034,0.7104375243948199
0.14677099883556366,0.9322654,0.7223443223443223,178.0070621,0.830435325570614
0.11832991242408752,0.93608,0.7467718794835008,179.1802454,0.6926550776613316
0.16070641577243805,0.95767146,0.6797619047619048,160.2133674,0.6898776410915491
0.1924627125263214,0.92857206,0.663218793828892,155.1804607,0.9399432465477681
0.1227554902434349,0.93304235,0.7534872534872535,151.5338745,0.6702452707475792
0.11557785421609879,0.9239646,0.7579831932773109,148.8229939,0.6169461647855374
,0.80347955,0.746031746031746,145.2842261,0.8646416426722637
0.252141535282135,0.93844116,0.6656184486373166,236.1084629,0.9165918193173856
0.1893301159143448,0.9650714,0.5070446443727721,252.7288715,0.9571353113887123
0.17484693229198456,0.8825368,0.61502849002849,243.2504777,0.7880585021652282
0.10198520123958588,0.8668053,0.6652949245541838,231.4486963,0.5307147414227119
0.18346485495567322,0.9447396,0.6372881355932203,175.8604793,0.8118169748130074
0.18099524080753326,0.94579756,0.6089773984510827,170.3295106,0.9185464486061294
0.15017037093639374,0.90289724,0.7730769230769231,175.2407564,0.5830659075652895
0.16687476634979248,0.97405934,0.58984375,157.9777871,0.8327562405806814
0.1500459611415863,0.9827327,0.6349226804123711,156.6256916,0.8048762649366151
